origem,segmento,cnpj,razao_social,nome_fantasia,uf,municipio,situacao,data_situacao,data_inicio,capital_social,cnae_principal,email,ddd1,tel1,socios,score,sinal_grupo_spsav,sinal_site,sinal_nome,sinal_noticias,socio_comum,evidencia_site,evidencia_noticias
INCUMBENTE,Sociedade Corretora de TVM,04257795000179,NOVA FUTURA CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,NOVA FUTURA INVESTIMENTOS,SP,7107,02,20010116,20010116,,6612601,JOAO@NOVAFUTURA.COM.BR,11,32918018,JOAQUIM DA SILVA FERREIRA | JOAO DA SILVA FERREIRA NETO | ANDRE DE CARVALHO FERREIRA | MANOELA DE CARVALHO FERREIRA,5,0,1,0,1,,https://www.novafutura.com.br :: bitcoin,A Nova Futura Corretora permite operar contratos futuros de Bitcoin junto à B3 desde 17 de abril de 2024 e também oferece acesso a cripto via BDRs listados na B3.
INCUMBENTE,Sociedade Corretora de Câmbio,17635177000167,REMITLY CORRETORA DE CÂMBIO LTDA.,"",SP,7107,02,20130218,20130218,,6612603,RAFAELR@REMITLY.COM,11,99999999,REMITLY PARTICIPACOES LTDA | RAFAEL MOURA ROBLES | RAFAELLA DI PALERMO PEREZ,5,0,1,0,1,,"https://www.remitly.com :: cripto,crypto","A Remitly, cuja operação no Brasil é realizada pela Remitly Corretora de Câmbio Ltda, lançou em dezembro de 2025 a opção de enviar dólares americanos como stablecoins (USDC), permitindo aos usuários transferir fundos para carteiras de criptoativos em alguns países."
INCUMBENTE,Sociedade Distribuidora de TVM,03502968000104,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,"",SP,7107,02,20051103,19991112,,6612602,SUPIMPOSTOSISSQN@SANTANDER.COM.BR,11,30127040,LUCIANE BUSS EFFTING | ALESSANDRO CHAGAS FARIAS | GERALDO JOSE RODRIGUES ALCKMIN NETO | GUSTAVO SCHWARTZMANN | ROGERIO OLIVEIRA RIBEIRO,5,1,0,0,0,ALESSANDRO CHAGAS FARIAS,https://www.toroinvestimentos.com.br,"As fontes indicam que a SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A. é dedicada à Administração Fiduciária para fundos de investimento, sem menção explícita de anúncio, lançamento ou construção de algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024-2026 pelas informações fornecidas. As atividades relacionadas a criptoativos e tokenização são atribuídas a outras entidades do Grupo Santander no Brasil, como a Santander Corretora e a Santander Investimentos Sociedade Prestadora de Serviços de Ativos Virtuais S.A.."
INCUMBENTE,Sociedade Distribuidora de TVM,59394633000174,SRM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"",SP,7107,02,20250211,20250211,,6612602,CONTABILIDADE@SRMASSET.COM,11,33342100,SALIM RAPHAEL MANSUR | MARCOS RAFAEL MANSUR | RAPHAEL SALIM MANSUR | EDUARDO VIEIRA DE SIQUEIRA,5,1,0,0,0,SALIM RAPHAEL MANSUR | MARCOS RAFAEL MANSUR | RAPHAEL SALIM MANSUR,https://www.srmasset.com,erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,62280490000184,TRADERS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,DIBRAN,SP,7107,02,20051103,19681212,,6612602,MESQUITA@MESQUITACONT.COM.BR,11,31077411,TC HOLDING FINANCEIRA LTDA | LEANDRO ALVES DA SILVA | ISRAEL CALEBE MASSA,5,0,1,0,1,,https://www.traders.com.br :: cripto,"A Traders Corretora (Traders Distribuidora de Títulos e Valores Mobiliários Ltda.) publicou artigos e guias em 2026, informando sobre investimentos em criptoativos e ativos digitais, incluindo BDRs de criptoativos e portfólios digitais, indicando a oferta de serviços relacionados a essas categorias."
INCUMBENTE,Sociedade Corretora de TVM,16683062000185,MERCADO BITCOIN CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,"",SP,7107,02,20051103,19731129,,6612601,TRIBUTARIO@2TMGROUP.COM,11,31357695,ANDRE DINIS GOUVINHAS | LUCAS LOPES | GUSTAVO MERCADANTE DE FIGUEIREDO | VANESSA ARAUJO LOPES BUTALLA,4,0,1,1,0,,"https://www.mercadobitcoin.com.br :: ativos virtuais,bitcoin,blockchain,cripto,crypto",erro: 'candidates'
INCUMBENTE,Sociedade Corretora de TVM,12392983000138,"MIRAE ASSET (BRASIL) CORRETORA DE CÂMBIO, TÍTULOS  E VALORES MOBILIÁRIOS LTDA.","",SP,7107,02,20100817,20100817,,6612601,JURIDICO.CTVM@MIRAEINVEST.COM.BR,11,27892000,MIRAE ASSET SECURITIES (HK) LIMITED | TAEKOO KIM | RICARDO NICOLA TANTULLI | HYUNSUNG KIM,4,0,1,1,0,,https://corretora.miraeasset.com.br :: bitcoin,erro: 'candidates'
INCUMBENTE,Sociedade Corretora de TVM,43050917000103,"ACTIVTRADES CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.","",SC,8105,02,20210809,20210809,,6612601,RLIMA@ACTIVTRADES.COM,19,28724760,ALEXANDRE OLIVIER LAZARE PUSCO | RODRIGO BEDIN RODRIGUES DE LIMA | ACTIVTRADES BRASIL PARTICIPACOES LTDA | ALEXANDRE FERRAZ DE OLIVEIRA | EDUARDO GALASINI | GABRIEL CAUDURO GUSMAO,3,0,1,0,0,,"https://www.activtrades.com :: bitcoin,blockchain,cripto,crypto",erro: 'candidates'
INCUMBENTE,Sociedade Corretora de TVM,62178421000164,ALFA CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A.,"",SP,7107,02,20051103,19681016,,6612601,PARALEGAL@SAFRA.COM.BR,11,31757575,EVANDRO LUIZ DE ALMEIDA PEREIRA | CARLOS PELA,3,0,1,0,0,,https://www.safra.com.br :: crypto,erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,36864992000142,APEX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,MAF DTVM,SP,7107,02,20200403,20200403,,6612602,JURIDICO.ADMFIDUCIARIA@APEXGROUP.COM,11,35090600,ANA CAROLINA FERRACCIU COUTINHO MOURA | LUIZ CARLOS NIMI | FRANCINE DE CASTRO BALBINA LEITE | ROGERIO DE OLIVEIRA FERREIRA | FELIPE PEREIRA LIMA | JOSE WALTER LUCAS | MAURICIO ANDRE CATANEO,3,0,1,0,0,,"https://www.apexgroup.com :: crypto,stablecoin",erro: 'candidates'
INCUMBENTE,Sociedade Corretora de Câmbio,44323831000170,ATUAL SOCIEDADE CORRETORA DE CÂMBIO LTDA,ATUAL CAMBIO,SP,7099,02,20211122,20211122,,6612603,GALDINO.ALVIM@GMAIL.COM,11,99999999,GALDINO AUGUSTO DE FARIA ALVIM | BRUNA BORGES FERNANDES COUTO | GUILHERME ORSI DE SOUZA | LUCIANO PREVEDELLO,3,0,1,0,0,,"https://www.atualcambio.com.br :: cripto,stablecoin",erro: 'candidates'
INCUMBENTE,Banco Múltiplo,04814563000174,BANCO AFINZ S.A. - BANCO MÚLTIPLO,BANCO AFINZ,SP,7145,02,20050827,20011109,,6422100,FISCAL@AFINZ.COM.BR,15,32246827,MARCELO MOREIRA DE SOUZA | NILTON FERREIRA DA SILVA | LUIZ MACIEL DE LIMA FILHO | TULIO SARAVAL DA SILVA | LUIZ FRANCISCO MACIEL DE LIMA | DANILO NASCIMENTO LOPES DA SILVA | SOLANGE SILVA FARIA DE OLIVEIRA | ALESANDRA SELMA MARTINS | ADOLFO PASSAGLIA RODRIGUEZ UMBON,3,0,1,0,0,,https://www.afinz.com.br :: cripto,erro: 'candidates'
INCUMBENTE,Banco de Investimento,60770336000165,BANCO ALFA DE INVESTIMENTO S.A.,"",SP,7107,02,20051103,19660830,,6432800,PARALEGAL@SAFRA.COM.BR,11,31757575,MARCOS LIMA MONTEIRO | ALBERTO MONTEIRO DE QUEIROZ NETTO | BRUNO APPELBAUM | CARLOS PELA | LEANDRO DE AZAMBUJA MICOTTI | MARCIO AURELIO DE NOBREGA | GUILHERME GONZALEZ CRONEMBERGER PARENTE | RAFAEL BORDALO QUINTAS,3,0,1,0,0,,https://www.safra.com.br :: crypto,erro: 'candidates'
INCUMBENTE,Banco Comercial,03323840000183,BANCO ALFA S.A.,"",SP,7107,02,20051103,19990806,,6421200,PARALEGAL@SAFRA.COM.BR,11,31757575,MARCOS LIMA MONTEIRO | ALBERTO MONTEIRO DE QUEIROZ NETTO | CARLOS PELA | LEANDRO DE AZAMBUJA MICOTTI | GUILHERME GONZALEZ CRONEMBERGER PARENTE,3,0,1,0,0,,https://www.safra.com.br :: crypto,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,01522368000182,BANCO BNP PARIBAS BRASIL S.A.,BNP BRASIL,SP,7107,02,20051103,19961030,,6422100,FINANCEIRO@BR.BNPPARIBAS.COM,11,38413100,PHILIPPE PIERRE VENTOZE | RICARDO CONSTANCIO VAZ GUIMARAES | CHAN FUNG YI | RENATO CELSO THEODORO | GIOVANNI LEO GELAPE | MARIA LUIZA GREGORIO PAIVA | CAMILA SIMON PALLAVICINI | IZABEL CABRAL NEVES | CLAUDIO BRAGA DE MATOS | LEANDRO DE ALMEIDA QUINTAL | MONICA MINAKO FUTAMI PICCIRILLO | ENRIQUE CEZAR GARCIA DE CAMPOS,3,0,1,0,0,,https://www.bnpparibas.com.br :: cripto,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,61348538000186,BANCO C6 CONSIGNADO S.A.,.,SP,7107,02,20051103,19660720,,6422100,CENTRALNOTIFICACOES@C6BANK.COM,11,33437129,RENE MARCELO GONCALVES | ADRIANO GENIS GHELMAN | ARTUR ILDEFONSO BROTTO DE AZEVEDO,3,0,1,0,0,,https://api.whatsapp.com :: stablecoin,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,31872495000172,BANCO C6 S.A.,"",SP,7107,02,20181026,20181026,,6422100,CENTRALNOTIFICACOES@C6BANK.COM,11,28326000,MARCOS SILVA MASSUKADO | RENE MARCELO GONCALVES | MARCELO KALIM | LEANDRO TORRES | NELSON NOVAES NETO | LEANDRO FLORIDO TONDIN | PHILIPPE KATZ | PATRICIA SAUMA GIGLIO | FERNANDO NOGUEIRA NOLASCO ASTOLFI | GUSTAVO CALDAS DA SILVA,3,0,1,0,0,,https://api.whatsapp.com :: stablecoin,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,53518684000184,BANCO HSBC S.A.,"",SP,7107,02,20051103,19840529,,6422100,"",11,28023250,ALEXANDRE DE BARROS CRUZ E GUIAO | FABIO ALDRIGHI CAPUTO | MARCELO FRAGA SOARES | FABIO WEIZENMANN | MAURICIO TREPICHE | NELSON KOUTAKA MIYAKE,3,0,1,0,0,,https://www.hsbc.com.br :: blockchain,erro: 'candidates'
INCUMBENTE,Banco de Investimento,33588252000132,BANCO INDUSCRED DE INVESTIMENTO S.A.,"",SP,7107,02,20051103,19671227,,6432800,FINANCEIRO@BANCOINDUSCRED.COM.BR,11,31912000,ANDRE KISSAJIKIAN | CARLOS DE GIOIA | CELSO COSCARELLI,3,0,1,0,0,,https://www.bancoinduscred.com.br :: bitcoin,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,03017677000120,BANCO J. SAFRA S.A.,"",SP,7107,02,20051103,19990303,,6422100,PARALEGAL@SAFRA.COM.BR,11,31757575,HIROMITI MIZUSAKI | AGOSTINHO STEFANELLI FILHO | FERNANDO CRUZ RABELLO | MARCOS LIMA MONTEIRO | FERNANDO BAPTISTA DA CRUZ | LEANDRO DE AZAMBUJA MICOTTI | CARLOS PELA | BRUNO APPELBAUM | JOAQUIM VIEIRA FERREIRA LEVY | MARCIO AURELIO DE NOBREGA | ADRIANO MACIEL PEDROTI | ENRICA MORPURGO | GUILHERME MEISTER | EVANDRO LUIZ DE ALMEIDA PEREIRA | ALBERTO MONTEIRO DE QUEIROZ NETTO | MARIO MELLO FREIRE NETO | PEDRO CARLOS ARAUJO COUTINHO | RAFAEL BORDALO QUINTAS | GUILHERME GONZALEZ CRONEMBERGER PARENTE | MARCELO BALAN,3,0,1,0,0,,https://www.safra.com.br :: crypto,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,33172537000198,BANCO J.P. MORGAN S.A.,JPMORGAN,SP,7107,02,20051103,19660901,,6422100,"",11,49503931,DANIEL COSTA BARRETO | JORGE CONSTANTINO BERNARDES DOS SANTOS | DECIO RAMOS PORCHAT DE ASSIS | FABIO JORGE RESEGUE | LANDULPHO BORGES DA FONSECA TUTZER PROFILI | FLAVIA ROCHA LIMA DE ALMEIDA PRADO | PEDRO CARLOS RAMOS RIBEIRO JUNIOR | MARIANA PLASS RIZZO | PAULO COIMBRA DE SOUZA | ELIZA HARUMI OGAWA | PEDRO CLARK JULIANO | MARCELO LUIS ALVAREZ GAIANI | CAROLINA CHAVES D AVOLA,3,0,1,0,0,,https://www.jpmorgan.com :: blockchain,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,58160789000128,BANCO SAFRA S.A.,"",SP,7107,02,20051103,19721117,,6422100,"",11,31757575,AGOSTINHO STEFANELLI FILHO | JAYME SRUR | FERNANDO CRUZ RABELLO | MARCOS LIMA MONTEIRO | FERNANDO BAPTISTA DA CRUZ | LEANDRO DE AZAMBUJA MICOTTI | CARLOS PELA | RICARDO DANIEL GOMES DE NEGREIROS | JOAQUIM VIEIRA FERREIRA LEVY | BRUNO APPELBAUM | EDUARDO TELES DE OLIVEIRA | MARIO MELLO FREIRE NETO | PEDRO CARLOS ARAUJO COUTINHO | ADRIANO MACIEL PEDROTI | ENRICA MORPURGO | GUILHERME MEISTER | EVANDRO LUIZ DE ALMEIDA PEREIRA | ALBERTO MONTEIRO DE QUEIROZ NETTO | GUILHERME GONZALEZ CRONEMBERGER PARENTE | MARCELO BALAN | FERNANDO AUGUSTO CARDOZO | SILVANA CRISTINA TINTI | FABIANA DE SOUZA MORAES CASSIANO | ELITA VECHIN PASTORELO ARIAZ | RAFAEL BORDALO QUINTAS | MAURICIO CEARA | FERNANDO KRUEGER COTA | FABIO HENRIQUE CORREA,3,0,1,0,0,,https://www.safra.com.br :: crypto,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,62237425000176,BANCO STELLANTIS S.A.,"",MG,4133,02,20051103,19681029,,6431000,FISCAL.BANCO@STELLANTIS.COM,31,98307544,GUNNAR ALEJO RAMOS MURILLO | ANDREA FAINA | MARCIO DE LIMA LEITE | LUCAS MATOS FERNANDES | LIGIA REGINA DUARTE | DAVIDSON WILLIAM ARTUR DE ARAUJO | GERMANA DESTRO SANGLARD | FERNANDA MATSUDA | DOMINIQUE EDMOND PIERRE SIGNORA,3,0,1,0,0,,"https://www.bancostellantis.com.br :: cripto,crypto",erro: 'candidates'
INCUMBENTE,Banco Múltiplo,60518222000122,BANCO SUMITOMO MITSUI BRASILEIRO S.A.,SUMITOMO MITSUI BANKING CORPORATION BRASIL,SP,7107,02,20051103,19661004,,6422100,FINANCE@SMBCGROUP.COM.BR,11,32388022,ACHILLES ALFONSO SUAREZ FILHO | RENATA GRUNBERG ALMEIDA PRADO | SHIN HIRONAKA | SORAIA CRISTINA MENDES | FUSAAKI TOZAWA | DAISUKE OKURO | JOAQUIM DE VASCONCELOS E SOUSA PAULA MARQUES | CLAUDIA ARRIGO GETSCHKO,3,0,1,0,0,,https://www.smbcgroup.com.br :: cripto,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,11703662000144,BANCO TRAVELEX S.A.,*******,SP,7107,02,20100311,20100311,,6422100,JURIDICO@CONFIDENCECAMBIO.COM.BR,11,99999999,ANA CRISTINA RAMOS TENA | CHRISTIAN REINHARD THEODOR STIER | JORGE GUSTAVO ARBEX | CARLOS ROGERIO GANIKO | MARCOS ARCHINA WEIGT | DANILA SOTERRONI RODRIGUES | LUIS EDUARDO DOS SANTOS,3,0,1,0,0,,https://www.travelexbank.com.br :: ativos virtuais,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,10264663000177,BANCOSEGURO S.A.,"",SP,7107,02,20080813,20080813,,6422100,L-PAGSEGURO-PARALEGAL@UOLINC.COM,11,25404877,ROBERTO SADAMI IKEGAMI | CARLOS EDUARDO CARVALHO MAUAD | GUSTAVO BAHIA GAMA SECHIN | ENRIQUE CESAR SUAREZ FRAGATA LOPES,3,0,1,0,0,,https://pagseguro.vc :: crypto,erro: 'candidates'
INCUMBENTE,Banco de Investimento,45283173000100,BBVA BRASIL BANCO DE INVESTIMENTO S.A.,BBVA BRASIL,SP,7107,02,20051103,19810115,,6432800,BBVA.FZ@BBVACF.PT,11,37074900,ERIKA CLARO GLORIGIANO | FREDERICO DE CAMPOS VENTRIGLIA | TIAGO EZAO PEREIRA BENTO | JORGE EDUARDO BOLLA VIGNES | MARIA AGUSTINA RAMIREZ | LUIS LUCENA GONZALEZ | RODRIGO DE ALMEIDA MARTINS | RODRIGO FITTIPALDI ROCHA,3,0,1,0,0,,"https://www.bbva.com :: blockchain,stablecoin","Não há evidências diretas nos resultados da busca de que a 'BBVA BRASIL BANCO DE INVESTIMENTO S.A.' tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no Brasil entre 2024 e 2026."
INCUMBENTE,Banco Comercial,42272526000170,BNY MELLON BANCO S.A.,"",RJ,6001,02,20051103,19730802,,6421200,SAC@BNYMELLON.COM.BR,21,32192500,EDUARDO ADRIANO KOELLE | MARCUS VINICIUS MATHIAS PEREIRA | PETERSON ANTONIO DA PAZ | MATILDE FREITAS DA COSTA | RODRIGO BOVO PERES,3,0,1,0,0,,"https://www.bnymellon.com :: blockchain,tokeniza",erro: 'candidates'
INCUMBENTE,Banco de Câmbio,19307785000178,BRAZA BANK S.A. BANCO DE CÂMBIO,BRAZA BANK,PR,7535,02,20131125,20131125,,6438701,CONTASAPAGAR@BRAZABANK.COM.BR,41,31230100,BRUNO BUDANT PEROTTONI | GISLAINE GAVLETA | MARCELO LUIZ SACOMORI | ANTONIO DE PADUA PARENTE FILHO | MARCOLINO MEDEIROS JUNIOR II | RAFAEL DE OLIVEIRA MORAES | RAFAEL TAKEYOSHI YOKOYAMA | THIAGO CESAR DE OLIVEIRA RODRIGUES,3,0,1,0,0,,"https://www.brazabank.com.br :: cripto,stablecoin",erro: 'candidates'
INCUMBENTE,Sociedade Corretora de Câmbio,16944141000100,BROKER BRASIL CORRETORA DE CÂMBIO LTDA.,"",SP,7107,02,20120921,20120921,,6612603,CONTROLLER@BROKERBRASILCAMBIO.COM.BR,11,28998888,MARCELO DE CLEMENTE BENVENUTI | OSWALDO BENVENUTI FILHO | AIRTON DA SILVA JUNIOR,3,0,1,0,0,,"https://www.brokerbrasilcambio.com.br :: cripto,web3","Não foram encontradas evidências de que a 'BROKER BRASIL CORRETORA DE CÂMBIO LTDA.' tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex entre 2024 e 2026 nas fontes consultadas."
INCUMBENTE,Sociedade Corretora de TVM,32345784000186,C6 CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"",SP,7107,02,20190103,20190103,,6612601,CENTRALNOTIFICACOES@C6BANK.COM,11,28326000,LEANDRO TORRES | RENE MARCELO GONCALVES | GUSTAVO CALDAS DA SILVA | MARCELO KALIM | NELSON NOVAES NETO | PATRICIA SAUMA GIGLIO | PHILIPPE KATZ | FERNANDO NOGUEIRA NOLASCO ASTOLFI | BANCO C6 S.A.,3,0,1,0,0,,https://api.whatsapp.com :: stablecoin,erro: 'candidates'
INCUMBENTE,Sociedade Corretora de TVM,09512542000118,CODEPE CORRETORA DE VALORES E CÂMBIO S.A.,CODEPE S/A.,SP,6213,02,20030418,19850711,,6612601,CODEPE@CODEPE.COM.BR,11,26080999,FERNANDO BASTOS DE AGUIAR | HELENA MARUYAMA BASTOS DE AGUIAR,3,0,1,0,0,,"https://www.codepe.com.br :: cripto,crypto","Não foram encontradas evidências diretas de que a CODEPE CORRETORA DE VALORES E CÂMBIO S.A. tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026."
INCUMBENTE,Sociedade Corretora de TVM,00336036000140,COINVALORES CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS LTDA.,COINVALORES,SP,7107,02,20051103,19941205,,6612601,FERNANDOSTELLES@COINVALORES.COM.BR,11,30354141,JOSE ATALIBA FERRAZ SAMPAIO | FERNANDO FERREIRA DA SILVA TELLES | HENRIQUE FREIHOFER MOLINARI | FRANCISCO CANDIDO DE ALMEIDA LEITE,3,0,1,0,0,,https://coinvalores.com.br :: bitcoin,erro: 'candidates'
INCUMBENTE,Sociedade Corretora de Câmbio,15761217000191,CORRETORA DE CÂMBIO AÇORIANA LIMITADA.,"",AM,0255,02,20120619,20120619,,6612603,OPER@ATUALHOLDING.COM,15,91029834,ATUAL HOLDING FINANCEIRA LTDA. | JOAO VICTOR PIVA AGUIAR DE PAULA E SILVA | RODRIGO MARINO FOGACA,3,0,1,0,0,,"https://www.acorianacorretora.com.br :: blockchain,cripto,stablecoin",erro: 'candidates'
INCUMBENTE,Sociedade Corretora de Câmbio,94968518000167,EFX CORRETORA DE CÂMBIO LTDA.,"",SP,7107,02,20050108,19930113,,6612603,DECYSEO@DECYSEO.COM.BR,11,31562133,FABIAN DANIEL MAGGIORI | ALEXANDRE GALVAO,3,0,1,0,0,,https://www.efxcambio.com.br :: crypto,erro: 'candidates'
INCUMBENTE,Sociedade Corretora de TVM,47965438000178,EQI INVESTIMENTOS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,"",SP,7107,02,20220915,20220915,,6612601,JURIDICO@EUQUEROINVESTIR.COM,11,47501795,JULIANO AVILA CUSTODIO | ANDRE BUENO MACIEL ARANTES | ANDRE LUIZ DIB RIGO | CAROLINE FERNANDES | WENDEL CASSIANO | PEDRO FALABELLA DE CASTRO GUIMARAES | RODRIGO CARLINI MONTEIRO | MATHEUS ROSLER TOMAZ,3,0,1,0,0,,https://www.eqi.com.br :: cripto,erro: 'candidates'
INCUMBENTE,Sociedade Corretora de Câmbio,19086249000190,EXECUTIVE SOCIEDADE CORRETORA DE CÂMBIO LTDA.,"",RS,8771,02,20131016,20131016,,6612603,"",51,33033444,MILTON ROBINSON | FABIANE BOURSCHEID STAUDT | SUELI PRASS,3,0,1,0,0,,https://www.executivecambio.com.br :: cripto,erro: 'candidates'
INCUMBENTE,Sociedade Corretora de Câmbio,55428859000198,FREEX SOCIEDADE CORRETORA DE CÂMBIO S.A.,FREEX CORRETORA,SP,7107,02,20240606,20240606,,6612603,CONTATO@FREEXCAMBIO.COM.BR,11,80370007,BRUNO SZELMENCZI PIERRE | WLADIMIR DA SILVA PEREIRA,3,0,1,0,0,,https://www.freexcambio.com.br :: cripto,erro: 'candidates'
INCUMBENTE,Sociedade Corretora de Câmbio,21040668000132,GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.,GLOBAL EXCHANGE FOREING EXCHANGE SERVICES,RJ,6001,02,20140915,20140915,,6612603,P.GLUCHAK@GLOBALEXCHANGE.BR.COM,21,33982632,GLOBAL EXCHANGE DO BRASIL PARTICIPACOES LTDA | ISIDORO JOSE ALANIS MARCOS | PEDRO SERGIO GLUCHAK | GRAZIELLY BARROS DE SOUSA,3,0,1,0,0,,https://www.global-exchange.com :: bitcoin,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,04332281000130,GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.,"",SP,7107,02,20050827,20010314,,6431000,GS-TAX-BRAZIL@GS.COM,11,33710842,SILVIA REGINA CRUZ VALENTE | KATHIA APARECIDA AUTUORI | JULIANO MEIRA CAMPOS ARRUDA | ANDRE DOS SANTOS MENDONCA | PAULA PENNA MOREIRA | RICARDO GENIS MOURAO | RICARDO HENRIQUE TARDELLI BELLISSI | CARLOS ALBERTO RODRIGUES LOUREIRO JUNIOR | LEOREM CARNEIRO DE OLIVEIRA | CRISTINA ESTRADA PEREDO | THIAGO DIAS MARINHEIRO | ALEXANDRE HENRIQUES NUNES,3,0,1,0,0,,"https://www.goldmansachs.com :: bitcoin,blockchain,crypto,stablecoin",erro: 'candidates'
INCUMBENTE,Sociedade Corretora de TVM,09605581000160,GOLDMAN SACHS DO BRASIL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,"",SP,7107,02,20080527,20080527,,6612601,GS-TAX-BRAZIL@GS.COM,11,33710811,SILVIA REGINA CRUZ VALENTE | KATHIA APARECIDA AUTUORI | JULIANO MEIRA CAMPOS ARRUDA | ANDRE DOS SANTOS MENDONCA | CARLOS ALBERTO RODRIGUES LOUREIRO JUNIOR | LEOREM CARNEIRO DE OLIVEIRA | RICARDO GENIS MOURAO | ALEXANDRE HENRIQUES NUNES,3,0,1,0,0,,"https://www.gs.com :: bitcoin,blockchain,crypto,stablecoin",erro: 'candidates'
INCUMBENTE,Sociedade Corretora de TVM,57707777000108,GURU CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"",SP,7107,02,20241016,20241016,,6612601,FELIPE@GURU.COM.VC,11,81844455,LUIZ FELIPE DE OLIVEIRA BOCAYUVA CATAO | WEVERTON CESAR PERES BERNARDES | GURU PARTICIPACOES LTDA | GUILHERME MARIN,3,0,1,0,0,,"https://www.guru.com.vc :: bitcoin,cripto",erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,07253654000176,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"",SP,7107,02,20050218,20050218,,6612602,DTVM@HEDGEINVEST.COM.BR,11,31244100,ANDRE LUIZ DE SANTOS FREITAS | FELIPE BRAMBILLA FREITAS | MARIA CECILIA CARRAZEDO DE ANDRADE | RICARDO DE SANTOS FREITAS | ALEXANDRE AUGUSTO LEITE MACHADO | JOAO PHELIPE TOAZZA DE OLIVEIRA | MAURO CARAME DAHRUJ | CAROLINA GOMES DE MORAIS CRUVINEL | MARIANA NATALE FREITAS | CAROLINA LUIZA GORDO RIBEIRO,3,0,1,0,0,,https://www.hedgeinvest.com.br :: bitcoin,erro: 'candidates'
INCUMBENTE,Banco de Câmbio,02992317000187,INTEX BANK BANCO DE CÂMBIO S.A.,"",SP,7107,02,20031004,19990129,,6438701,DIRETORIA@TREVISOCC.COM.BR,11,21411770,LUIZ ALBERTO TADEU DOS SANTOS CLEMENTE | WILSON FANTAZINI NAGEM | RODRIGO XIMENDES DOS SANTOS | VINICIUS NOGUEIRA CARMONA,3,0,1,0,0,,"https://www.trevisocc.com.br :: cripto,crypto",erro: 'candidates'
